U00000098	0.066667	0.320000	0.243170
U00000099	0.300000	0.040000	0.000000
U00000100	0.266667	0.080000	0.005180
U00000101	0.466667	0.300000	0.184646
U00000102	0.233333	0.200000	0.058690
U00000103	-0.144444	0.400000	0.521584
U00000104	0.266667	0.340000	1.000000
U00000105	0.133333	0.280000	0.533226
U00000106	0.200000	0.480000	1.000000
U00000107	0.255556	0.300000	1.000000
U00000108	0.277778	0.060000	0.000000
U00000109	0.211111	0.220000	0.263472
U00000110	0.333333	0.020000	0.000000
U00000111	0.311111	0.040000	0.000000
U00000112	0.344444	0.020000	0.000000
U00000113	0.311111	0.160000	0.566262
U00000114	0.277778	0.040000	0.000000
U00000115	0.322222	0.040000	0.000000
U00000116	0.266667	0.060000	0.264222
U00000117	0.244444	0.420000	0.909918
U00000118	0.222222	0.360000	0.578442
U00000119	0.155556	0.500000	1.000000
U00000120	0.066667	0.360000	0.918666
U00000121	0.233333	0.380000	1.000000
U00000122	0.177778	0.460000	1.000000
U00000123	0.711111	0.220000	0.228098
U00000124	0.222222	0.080000	0.000000
U00000125	0.322222	0.020000	0.000000
U00000126	0.344444	0.260000	0.426818
U00000127	0.233333	0.080000	0.000000
U00000128	0.111111	0.300000	0.395938
U00000129	0.300000	0.200000	0.390464
U00000130	0.200000	0.300000	0.853212
U00000131	0.255556	0.340000	1.000000
U00000132	0.644444	0.340000	1.000000
U00000133	0.322222	0.040000	0.000000
U00000134	0.233333	0.220000	0.063698
U00000135	0.255556	0.060000	0.000000
U00000136	0.200000	0.440000	1.000000
U00000137	0.266667	0.380000	1.000000
U00000138	0.211111	0.240000	1.000000
U00000139	0.266667	0.280000	0.724528
U00000140	0.322222	0.040000	0.000000
U00000141	0.255556	0.240000	0.624462
U00000142	0.333333	0.020000	0.000000
U00000143	0.633333	0.280000	0.433158
U00000144	0.233333	0.180000	0.333582
U00000145	0.188889	0.380000	0.192034
U00000146	0.233333	0.300000	1.000000
U00000147	0.222222	0.300000	0.464218
U00000148	0.211111	0.340000	1.000000
U00000149	0.166667	0.240000	0.190138
U00000150	0.722222	0.220000	0.003342
U00000151	0.200000	0.340000	0.241112
U00000152	0.411111	0.340000	0.545552
U00000153	0.333333	0.400000	0.925694
U00000154	0.244444	0.240000	0.000000
U00000155	0.300000	0.040000	0.100624
U00000156	0.288889	0.040000	0.000000
U00000157	0.211111	0.360000	1.000000
U00000158	-0.033333	0.400000	0.124384
U00000159	0.277778	0.080000	0.167192
U00000160	0.333333	0.020000	0.000000
U00000161	0.333333	0.160000	0.094352
U00000162	-0.011111	0.320000	0.029396
U00000163	0.300000	0.060000	0.000000
U00000164	0.266667	0.260000	0.057494
U00000165	0.300000	0.040000	0.000000
U00000166	0.288889	0.060000	0.000000
U00000167	0.300000	0.280000	0.095972
U00000168	0.588889	0.220000	0.384428
U00000169	0.155556	0.380000	0.925704
U00000170	0.288889	0.240000	0.010958
U00000171	0.277778	0.080000	0.000000
U00000172	0.322222	0.020000	0.000000
U00000173	0.222222	0.080000	0.000000
U00000174	0.388889	0.280000	0.199806
U00000175	0.333333	0.020000	0.000000
U00000176	0.300000	0.020000	0.000000
U00000177	0.266667	0.400000	1.000000
U00000178	0.277778	0.060000	0.000000
U00000179	0.311111	0.040000	0.000000
U00000180	0.244444	0.380000	1.000000
U00000181	0.300000	0.020000	0.000000
U00000182	0.222222	0.300000	0.308860
U00000183	0.322222	0.020000	0.000000
U00000184	0.266667	0.260000	0.223756
U00000185	0.255556	0.080000	0.057702
U00000186	0.666667	0.200000	0.170708
U00000187	0.266667	0.060000	0.000000
U00000188	0.200000	0.320000	0.032984
U00000189	0.288889	0.040000	0.000000
U00000190	0.277778	0.200000	0.452684
U00000191	0.300000	0.060000	0.000000
U00000192	0.266667	0.080000	0.000000
U00000193	0.333333	0.340000	0.158460
U00000194	0.333333	0.020000	0.000000
U00000195	0.300000	0.020000	0.000000
U00000196	0.766667	0.200000	0.224148
U00000197	0.300000	0.180000	0.145208
U00000198	0.300000	0.080000	0.000000
U00000199	0.477778	0.240000	0.308170
U00000200	0.233333	0.080000	0.000000
U00000201	0.311111	0.040000	0.002996
U00000202	0.255556	0.360000	1.000000
U00000203	0.266667	0.160000	0.395396
U00000204	0.300000	0.260000	0.106666
U00000205	0.777778	0.240000	0.000000
U00000206	0.255556	0.300000	0.292158
U00000207	0.255556	0.340000	1.000000
U00000208	0.266667	0.060000	0.000000
U00000209	0.277778	0.060000	0.000000
U00000210	0.266667	0.160000	0.605822
U00000211	0.366667	0.200000	0.353874
U00000212	0.177778	0.220000	0.000000
U00000213	0.344444	0.020000	0.000000
U00000214	0.300000	0.020000	0.000000
U00000215	0.011111	0.320000	0.059818
U00000216	0.277778	0.180000	0.089058
U00000217	0.288889	0.060000	0.000000
U00000218	0.211111	0.300000	1.000000
U00000219	0.311111	0.160000	0.416278
U00000220	0.355556	0.160000	0.003342
U00000221	0.388889	0.380000	0.050868
U00000222	0.333333	0.160000	0.352502
U00000223	0.222222	0.400000	1.000000
U00000224	0.211111	0.300000	0.966244
U00000225	0.266667	0.080000	0.000000
U00000226	-0.055556	0.340000	1.000000
U00000227	0.211111	0.400000	1.000000
U00000228	0.188889	0.420000	1.000000
U00000229	0.277778	0.080000	0.000000
U00000230	0.277778	0.080000	0.000000
U00000231	0.500000	0.260000	0.054534
U00000232	0.322222	0.160000	0.222528
U00000233	0.211111	0.400000	0.926438
U00000234	0.244444	0.260000	0.129298
U00000235	0.311111	0.060000	0.000000
U00000236	0.266667	0.320000	0.936574
U00000237	0.322222	0.040000	0.167192
U00000238	0.177778	0.420000	0.991906
U00000239	0.177778	0.220000	0.594770
U00000240	0.077778	0.400000	0.495268
U00000241	0.244444	0.080000	0.000000
U00000242	0.333333	0.020000	0.000000
U00000243	0.244444	0.280000	0.434082
U00000244	0.233333	0.080000	0.000000
U00000245	0.666667	0.260000	0.214758
U00000246	0.344444	0.020000	0.000000
U00000247	0.333333	0.020000	0.000000
U00000248	0.188889	0.220000	0.366450
U00000249	0.333333	0.020000	0.000000
U00000250	0.244444	0.300000	0.995466
U00000251	0.322222	0.180000	0.272858
U00000252	0.300000	0.240000	0.246924
U00000253	0.322222	0.260000	0.247722
U00000254	0.277778	0.180000	0.075920
U00000255	0.188889	0.220000	0.204360
U00000256	0.233333	0.240000	0.212774
U00000257	-0.122222	0.360000	0.480812
U00000258	0.200000	0.400000	0.957498
U00000259	0.288889	0.080000	0.000000
U00000260	0.222222	0.360000	1.000000
U00000261	0.222222	0.480000	1.000000
U00000262	0.355556	0.240000	0.387302
U00000263	0.277778	0.080000	0.000000
U00000264	0.288889	0.040000	0.000000
U00000265	0.277778	0.320000	1.000000
U00000266	0.211111	0.180000	0.004914
U00000267	0.200000	0.220000	0.619428
U00000268	0.255556	0.080000	0.000000
U00000269	0.244444	0.080000	0.342108
U00000270	0.311111	0.180000	0.588566
U00000271	0.311111	0.060000	0.000000
U00000272	0.322222	0.180000	0.250206
U00000273	0.166667	0.460000	1.000000
U00000274	0.233333	0.220000	0.136252
U00000275	-0.066667	0.320000	0.871196
U00000276	-0.233333	0.400000	0.512576
U00000277	0.277778	0.040000	0.000000
U00000278	0.222222	0.260000	0.476578
U00000279	0.344444	0.020000	0.000000
U00000280	0.300000	0.200000	0.113278
U00000281	0.177778	0.380000	0.838402
U00000282	0.311111	0.220000	0.734788
U00000283	0.300000	0.020000	0.000000
U00000284	-0.011111	0.380000	0.224638
U00000285	0.022222	0.320000	0.213384
U00000286	0.244444	0.060000	0.000000
U00000287	0.311111	0.020000	0.000000
U00000288	0.311111	0.020000	0.000000
U00000289	0.200000	0.260000	0.133256
U00000290	0.233333	0.080000	0.000000
U00000291	0.211111	0.240000	0.495204
U00000292	0.177778	0.460000	1.000000
U00000293	0.211111	0.300000	0.169276
U00000294	0.322222	0.020000	0.239814
U00000295	0.300000	0.020000	0.000000
U00000296	0.166667	0.400000	1.000000
U00000297	0.311111	0.020000	0.000000
U00000298	0.255556	0.300000	0.720542
U00000299	0.233333	0.240000	0.661110
U00000300	0.255556	0.060000	0.000000
U00000301	-0.066667	0.340000	0.347466
U00000302	0.288889	0.060000	0.000000
U00000303	0.233333	0.180000	0.285184
U00000304	0.277778	0.060000	0.000000
U00000305	0.655556	0.200000	0.217612
U00000306	0.277778	0.080000	0.000000
U00000307	0.277778	0.060000	0.000000
U00000308	0.266667	0.160000	0.365120
U00000309	0.277778	0.060000	0.000000
U00000310	0.288889	0.080000	0.000000
U00000311	0.277778	0.040000	0.000000
U00000312	0.311111	0.220000	0.435528
U00000313	0.266667	0.220000	0.160172
U00000314	0.233333	0.080000	0.000000
U00000315	0.322222	0.020000	0.000000
U00000316	0.255556	0.080000	0.000000
U00000317	0.311111	0.040000	0.000000
U00000318	0.300000	0.020000	0.000000
U00000319	0.300000	0.060000	0.000000
U00000320	0.344444	0.200000	0.096744
U00000321	0.266667	0.080000	0.000000
U00000322	0.233333	0.300000	0.190536
U00000323	0.244444	0.080000	0.000000
U00000324	0.288889	0.040000	0.000000
U00000325	0.244444	0.200000	0.692132
U00000326	0.288889	0.080000	0.000000
U00000327	0.166667	0.440000	1.000000
U00000328	-0.055556	0.320000	0.294590
U00000329	0.344444	0.020000	0.000000
U00000330	0.622222	0.300000	0.113982
U00000331	0.322222	0.020000	0.000000
U00000332	0.322222	0.340000	0.353842
U00000333	0.277778	0.040000	0.000000
U00000334	0.255556	0.220000	0.187088
U00000335	0.311111	0.020000	0.000000
U00000336	0.344444	0.020000	0.000000
U00000337	0.222222	0.280000	0.737546
U00000338	0.233333	0.060000	0.000000
U00000339	0.222222	0.220000	0.522102
U00000340	0.033333	0.380000	0.485254
U00000341	0.177778	0.480000	1.000000
U00000342	0.288889	0.060000	0.000000
U00000343	0.333333	0.020000	0.000000
U00000344	0.233333	0.300000	1.000000
U00000345	0.255556	0.300000	0.427112
U00000346	0.344444	0.160000	0.000000
U00000347	0.266667	0.280000	0.529300
U00000348	0.200000	0.300000	0.236876
U00000349	0.322222	0.180000	0.406142
U00000350	0.266667	0.060000	0.038764
U00000351	-0.088889	0.340000	0.234482
U00000352	0.333333	0.160000	0.359996
U00000353	0.288889	0.340000	0.097960
U00000354	0.266667	0.080000	0.066562
U00000355	0.255556	0.080000	0.167192
U00000356	0.477778	0.240000	0.000000
U00000357	0.177778	0.420000	1.000000
U00000358	0.222222	0.280000	0.069400
U00000359	0.200000	0.220000	1.000000
U00000360	0.311111	0.200000	0.861934
U00000361	0.211111	0.480000	1.000000
U00000362	0.177778	0.500000	1.000000
U00000363	0.188889	0.220000	0.360676
U00000364	0.333333	0.020000	0.000000
U00000365	0.300000	0.020000	0.000000
U00000366	0.344444	0.020000	0.000000
U00000367	0.277778	0.060000	0.000000
U00000368	0.177778	0.280000	0.417878
U00000369	0.322222	0.180000	0.206656
U00000370	0.233333	0.080000	0.000000
U00000371	0.266667	0.340000	0.482760
U00000372	0.333333	0.020000	0.000000
U00000373	0.222222	0.280000	0.872928
U00000374	0.211111	0.080000	0.000000
U00000375	0.166667	0.400000	0.292966
U00000376	0.322222	0.020000	0.000000
U00000377	0.311111	0.040000	0.000000
U00000378	0.333333	0.020000	0.000000
U00000379	0.311111	0.040000	0.142698
U00000380	0.311111	0.180000	0.085814
U00000381	0.288889	0.060000	0.000000
U00000382	0.277778	0.260000	0.602916
U00000383	0.311111	0.020000	0.000000
U00000384	0.211111	0.360000	0.733714
U00000385	0.244444	0.220000	0.231466
U00000386	0.211111	0.280000	0.083714
U00000387	-0.222222	0.400000	0.285626
U00000388	0.211111	0.420000	1.000000
U00000389	0.244444	0.400000	1.000000
U00000390	0.222222	0.080000	0.000000
U00000391	0.266667	0.060000	0.000000
U00000392	0.277778	0.200000	0.110696
U00000393	0.233333	0.300000	0.290912
U00000394	0.266667	0.080000	0.000000
U00000395	0.177778	0.260000	0.030934
U00000396	0.177778	0.260000	0.108656
U00000397	0.288889	0.260000	0.349036
U00000398	0.255556	0.240000	0.325612
U00000399	0.244444	0.240000	0.764812
U00000400	0.255556	0.260000	0.710476
U00000401	0.322222	0.020000	0.000000
U00000402	0.266667	0.160000	0.039518
U00000403	0.288889	0.160000	0.887724
U00000404	0.233333	0.220000	0.149320
U00000405	0.244444	0.080000	0.324270
U00000406	0.266667	0.380000	0.957832
U00000407	0.577778	0.260000	0.152672
U00000408	0.211111	0.460000	1.000000
U00000409	0.277778	0.080000	0.000000
U00000410	0.233333	0.240000	0.795416
U00000411	0.300000	0.020000	0.000000
U00000412	0.300000	0.180000	0.591744
U00000413	0.288889	0.380000	0.448892
U00000414	0.244444	0.260000	0.362456
U00000415	0.466667	0.280000	0.470526
U00000416	0.255556	0.080000	0.035864
U00000417	0.211111	0.260000	0.557528
U00000418	0.277778	0.060000	0.000000
U00000419	0.288889	0.040000	0.016056
U00000420	0.100000	0.300000	0.102852
U00000421	0.222222	0.080000	0.000000
U00000422	0.311111	0.360000	0.581892
U00000423	0.288889	0.080000	0.000000
U00000424	0.300000	0.260000	0.150410
U00000425	0.288889	0.040000	0.000000
U00000426	0.277778	0.080000	0.000000
U00000427	0.300000	0.040000	0.000000
U00000428	0.255556	0.060000	0.000000
U00000429	0.866667	0.200000	0.031052
U00000430	0.233333	0.180000	0.468480
U00000431	0.222222	0.400000	1.000000
U00000432	0.177778	0.280000	0.658096
U00000433	0.244444	0.380000	0.923948
U00000434	0.455556	0.280000	0.067106
U00000435	0.266667	0.060000	0.000000
U00000436	0.211111	0.300000	0.161154
U00000437	0.266667	0.180000	0.074886
U00000438	0.233333	0.400000	1.000000
U00000439	0.211111	0.300000	1.000000
U00000440	0.288889	0.060000	0.000000
U00000441	0.277778	0.280000	0.224954
U00000442	0.322222	0.040000	0.000000
U00000443	0.566667	0.220000	0.000000
U00000444	0.444444	0.260000	0.117116
U00000445	0.322222	0.020000	0.000000
U00000446	0.200000	0.360000	1.000000
U00000447	0.233333	0.380000	1.000000
U00000448	0.200000	0.240000	0.478042
U00000449	0.311111	0.020000	0.000000
U00000450	0.288889	0.040000	0.000000
U00000451	0.277778	0.180000	0.253240
U00000452	0.333333	0.040000	0.000000
U00000453	0.255556	0.380000	1.000000
U00000454	0.288889	0.040000	0.000000
U00000455	0.277778	0.080000	0.000000
U00000456	0.288889	0.040000	0.000000
U00000457	0.255556	0.080000	0.000000
U00000458	0.277778	0.080000	0.000000
U00000459	0.233333	0.080000	0.024752
U00000460	0.233333	0.380000	1.000000
U00000461	0.333333	0.020000	0.000000
U00000462	0.222222	0.080000	0.010958
U00000463	-0.222222	0.400000	0.700952
U00000464	0.311111	0.160000	0.005240
U00000465	0.311111	0.040000	0.000000
U00000466	0.322222	0.200000	0.364914
U00000467	0.300000	0.060000	0.000000
U00000468	0.422222	0.360000	0.514772
U00000469	0.311111	0.360000	0.149886
U00000470	0.266667	0.080000	0.000000
U00000471	0.777778	0.260000	0.331510
U00000472	0.200000	0.160000	0.484018
U00000473	0.144444	0.380000	0.501120
U00000474	0.622222	0.220000	0.033160
U00000475	0.322222	0.020000	0.000000
U00000476	0.155556	0.400000	0.276468
U00000477	0.288889	0.060000	0.000000
U00000478	0.233333	0.460000	1.000000
U00000479	0.277778	0.300000	0.568314
U00000480	0.311111	0.020000	0.000000
U00000481	0.288889	0.160000	0.052920
U00000482	0.288889	0.240000	0.272190
U00000483	0.233333	0.260000	0.019932
U00000484	0.111111	0.360000	1.000000
U00000485	0.288889	0.040000	0.000000
U00000486	0.166667	0.240000	0.421494
U00000487	0.255556	0.080000	0.000000
U00000488	0.200000	0.380000	1.000000
U00000489	0.311111	0.040000	0.000000
U00000490	0.277778	0.060000	0.000000
U00000491	0.222222	0.300000	0.879040
U00000492	0.333333	0.040000	0.000000
U00000493	0.322222	0.160000	0.056390
U00000494	0.344444	0.020000	0.000000
U00000495	0.244444	0.260000	0.881350
U00000496	0.233333	0.340000	1.000000
U00000497	0.288889	0.180000	0.081866
U00000498	0.311111	0.020000	0.000000
U00000499	0.244444	0.080000	0.000000
U00000500	0.255556	0.300000	0.128576
U00000501	0.266667	0.080000	0.000000
U00000502	0.255556	0.200000	0.302022
U00000503	0.277778	0.080000	0.000000
U00000504	0.311111	0.040000	0.000000
U00000505	0.277778	0.060000	0.000000
U00000506	0.133333	0.280000	0.351086
U00000507	0.311111	0.060000	0.090700
U00000508	0.311111	0.020000	0.000000
U00000509	0.233333	0.220000	0.205910
U00000510	0.222222	0.320000	0.738236
U00000511	0.111111	0.300000	0.179734
U00000512	0.211111	0.440000	1.000000
U00000513	-0.177778	0.360000	0.061678
U00000514	0.333333	0.180000	0.272348
U00000515	0.222222	0.260000	0.034402
U00000516	0.222222	0.200000	0.082700
U00000517	0.133333	0.300000	0.895090
U00000518	0.322222	0.020000	0.000000
U00000519	0.222222	0.300000	0.286374
U00000520	0.344444	0.160000	0.378584
U00000521	0.300000	0.220000	1.000000
U00000522	0.266667	0.200000	0.301724
U00000523	0.233333	0.080000	0.000000
U00000524	0.311111	0.240000	0.300122
U00000525	0.277778	0.040000	0.000000
U00000526	0.277778	0.060000	0.000000
U00000527	0.577778	0.300000	0.255898
U00000528	0.188889	0.200000	0.743980
U00000529	0.288889	0.080000	0.000000
U00000530	0.300000	0.020000	0.083714
U00000531	0.233333	0.500000	1.000000
U00000532	0.288889	0.080000	0.294596
U00000533	0.144444	0.440000	1.000000
U00000534	0.377778	0.280000	0.338342
U00000535	0.111111	0.280000	1.000000
U00000536	0.177778	0.500000	1.000000
U00000537	0.266667	0.320000	1.000000
U00000538	0.311111	0.040000	0.000000
U00000539	0.233333	0.080000	0.000000
U00000540	0.433333	0.200000	0.193490
U00000541	0.277778	0.200000	0.225296
U00000542	0.744444	0.220000	0.095716
U00000543	0.233333	0.340000	1.000000
U00000544	0.144444	0.440000	1.000000
U00000545	0.466667	0.400000	0.662612
U00000546	0.266667	0.080000	0.000000
U00000547	0.633333	0.300000	0.921568
U00000548	0.311111	0.020000	0.000000
U00000549	0.311111	0.040000	0.054176
U00000550	0.288889	0.080000	0.000000
U00000551	0.300000	0.080000	0.000000
U00000552	0.244444	0.060000	0.000000
U00000553	0.200000	0.320000	1.000000
U00000554	0.244444	0.160000	0.182354
U00000555	0.277778	0.080000	0.000000
U00000556	0.288889	0.060000	0.000000
U00000557	0.233333	0.440000	1.000000
U00000558	0.166667	0.260000	0.542128
U00000559	0.288889	0.080000	0.194084
U00000560	0.255556	0.060000	0.000000
U00000561	0.288889	0.240000	0.385964
U00000562	0.255556	0.060000	0.000000
U00000563	0.255556	0.060000	0.000000
U00000564	0.344444	0.020000	0.000000
U00000565	0.311111	0.200000	0.152672
U00000566	0.166667	0.240000	0.589808
U00000567	0.266667	0.080000	0.000000
U00000568	0.266667	0.080000	0.000000
U00000569	0.277778	0.280000	0.199962
U00000570	0.311111	0.220000	0.276682
U00000571	0.255556	0.060000	0.000000
U00000572	0.300000	0.040000	0.000000
U00000573	0.200000	0.500000	1.000000
U00000574	0.266667	0.080000	0.000000
U00000575	0.533333	0.340000	1.000000
U00000576	0.277778	0.080000	0.000000
U00000577	0.200000	0.420000	1.000000
U00000578	0.166667	0.440000	1.000000
U00000579	0.311111	0.020000	0.155164
U00000580	0.211111	0.280000	0.401934
U00000581	0.222222	0.380000	1.000000
U00000582	0.211111	0.360000	1.000000
U00000583	0.211111	0.380000	1.000000
U00000584	0.222222	0.460000	1.000000
U00000585	0.244444	0.380000	1.000000
U00000586	0.244444	0.060000	0.000000
U00000587	0.322222	0.020000	0.000000
U00000588	0.244444	0.060000	0.149814
U00000589	0.300000	0.060000	0.000000
U00000590	0.311111	0.020000	0.000000
U00000591	0.244444	0.200000	0.321396
U00000592	0.288889	0.060000	0.000000
U00000593	0.311111	0.040000	0.000000
U00000594	0.333333	0.180000	0.034998
U00000595	0.266667	0.060000	0.000000
U00000596	0.266667	0.180000	0.217200
U00000597	0.244444	0.480000	1.000000
U00000598	0.188889	0.420000	1.000000
U00000599	0.155556	0.440000	1.000000
U00000600	0.277778	0.080000	0.000000
U00000601	0.333333	0.020000	0.000000
U00000602	0.233333	0.220000	0.049390
U00000603	-0.033333	0.380000	0.507798
U00000604	0.300000	0.060000	0.000000
U00000605	0.200000	0.500000	1.000000
U00000606	0.333333	0.020000	0.097052
U00000607	0.300000	0.020000	0.000000
U00000608	0.200000	0.220000	0.484190
U00000609	0.166667	0.280000	0.004342
U00000610	0.322222	0.020000	0.000000
U00000611	0.211111	0.160000	0.203876
U00000612	0.233333	0.320000	0.951280
U00000613	0.288889	0.060000	0.000000
U00000614	0.300000	0.260000	0.478142
U00000615	0.333333	0.020000	0.000000
U00000616	0.133333	0.300000	0.442562
U00000617	0.266667	0.060000	0.000000
U00000618	0.111111	0.400000	0.839350
U00000619	0.155556	0.240000	0.195414
U00000620	0.566667	0.300000	0.044960
U00000621	0.200000	0.280000	0.088554
U00000622	0.266667	0.040000	0.000000
U00000623	0.255556	0.060000	0.000000
U00000624	0.333333	0.020000	0.000000
U00000625	0.333333	0.280000	0.310610
U00000626	0.244444	0.160000	0.490774
U00000627	0.144444	0.300000	0.722682
U00000628	0.177778	0.280000	0.535522
U00000629	0.177778	0.440000	1.000000
U00000630	0.255556	0.300000	1.000000
U00000631	0.800000	0.220000	0.580504
U00000632	0.255556	0.080000	0.000000
U00000633	0.322222	0.300000	0.190742
U00000634	0.322222	0.040000	0.000000
U00000635	0.266667	0.180000	0.312940
U00000636	0.244444	0.180000	0.392622
U00000637	0.288889	0.060000	0.040692
U00000638	0.155556	0.280000	0.467660
U00000639	0.255556	0.080000	0.000000
U00000640	0.211111	0.240000	0.084190
U00000641	0.222222	0.200000	0.537154
U00000642	0.300000	0.040000	0.000000
U00000643	0.311111	0.040000	0.000000
U00000644	0.855556	0.220000	0.042060
U00000645	0.277778	0.080000	0.000000
U00000646	0.266667	0.060000	0.000000
U00000647	0.366667	0.400000	0.015772
U00000648	0.311111	0.220000	0.419082
U00000649	0.300000	0.360000	0.151702
U00000650	0.300000	0.020000	0.000000
U00000651	0.288889	0.060000	0.000000
U00000652	0.322222	0.020000	0.000000
U00000653	0.255556	0.080000	0.000000
U00000654	0.200000	0.480000	1.000000
U00000655	-0.100000	0.320000	0.485714
U00000656	0.300000	0.020000	0.000000
U00000657	0.233333	0.080000	0.000000
U00000658	0.277778	0.060000	0.000000
U00000659	0.666667	0.280000	0.512208
U00000660	0.255556	0.280000	0.387080
U00000661	0.300000	0.020000	0.000000
U00000662	0.277778	0.040000	0.000000
U00000663	0.166667	0.380000	1.000000
U00000664	0.300000	0.240000	0.324220
U00000665	0.244444	0.260000	0.917004
U00000666	0.244444	0.080000	0.000000
U00000667	0.277778	0.060000	0.057702
U00000668	0.322222	0.020000	0.000000
U00000669	0.277778	0.040000	0.000000
U00000670	0.255556	0.080000	0.000000
U00000671	0.277778	0.160000	0.082658
U00000672	0.811111	0.240000	0.284784
U00000673	0.255556	0.320000	1.000000
U00000674	0.188889	0.280000	0.648620
U00000675	0.277778	0.080000	0.000000
U00000676	0.300000	0.020000	0.000000
U00000677	0.277778	0.060000	0.000000
U00000678	0.322222	0.040000	0.000000
U00000679	0.300000	0.220000	0.362296
U00000680	0.744444	0.240000	0.260884
U00000681	0.333333	0.180000	0.371928
U00000682	0.244444	0.460000	1.000000
U00000683	0.322222	0.040000	0.000000
U00000684	0.344444	0.240000	0.049642
U00000685	0.200000	0.500000	1.000000
U00000686	0.277778	0.180000	0.280806
U00000687	0.222222	0.080000	0.000000
U00000688	0.177778	0.160000	0.219128
U00000689	0.311111	0.020000	0.000000
U00000690	0.066667	0.280000	0.712238
U00000691	0.277778	0.060000	0.000000
U00000692	0.266667	0.220000	0.299934
U00000693	0.288889	0.040000	0.000000
U00000694	0.255556	0.080000	0.000000
U00000695	0.400000	0.360000	0.257916
U00000696	0.300000	0.060000	0.000000
U00000697	0.266667	0.300000	1.000000
U00000698	0.233333	0.400000	1.000000
