TASK 2.1 — USER SESSION RECONSTRUCTION SUMMARY	
======================================================================	
  Total sessions reconstructed  : 191,742	
  Average session duration      : 19.5 minutes	
  Conversion rate               : 20.0%	
  Average events per session    : 5.3	
  Average revenue/converted sess: $530.75	
  Total converted sessions      : 38,329	
  Total revenue                 : $20,343,067.25	
	
======================================================================	
GOLDEN SESSION PATTERN ANALYSIS	
======================================================================	
  Device      Source        Sessions   Conv Rate  Avg Duration  Avg Events	
----------------------------------------------------------------------	
  tablet      direct           6,027       21.0%         20.0m         5.3	
  mobile      social          13,075       20.8%         19.6m         5.3	
  mobile      search          29,095       20.4%         19.6m         5.3	
  mobile      direct          19,807       20.2%         19.7m         5.3	
  desktop     social          13,162       20.1%         19.5m         5.2	
  desktop     ads             12,460       20.1%         19.5m         5.2	
  desktop     search          28,563       19.9%         19.5m         5.2	
  desktop     direct          20,586       19.8%         19.6m         5.3	
  mobile      ads             12,778       19.8%         19.6m         5.3	
  mobile      email            8,937       19.7%         19.2m         5.2	
  desktop     email            8,980       19.5%         19.3m         5.2	
  tablet      search           8,318       19.3%         19.4m         5.2	
  tablet      email            2,480       19.0%         19.3m         5.2	
  tablet      social           3,857       18.6%         19.5m         5.2	
  tablet      ads              3,617       18.4%         19.4m         5.2	
	
======================================================================	
GOLDEN SESSION PATTERN (Highest Conversion Rate)	
======================================================================	
  Device         : tablet	
  Traffic Source : direct	
  Conversion Rate: 21.0%	
  Avg Duration   : 20.0 minutes	
  Avg Events     : 5.3 per session	
	
  RECOMMENDATIONS:	
  -> Optimize tablet experience for direct traffic	
  -> Target direct campaigns to drive tablet users	
  -> Design sessions around 20-minute engagement window	
  -> Aim for 5 events per session to maximize conversion	
======================================================================	
session_id,user_id,start_time,end_time,duration_minutes,event_count,converted,total_revenue,device_type,traffic_source	
SESS_00000128,U00000015,2026-01-21 01:22:55,2026-01-21 01:35:02,12.1,5,0,0.00,desktop,email	
SESS_00000129,U00000015,2026-01-27 09:22:55,2026-01-27 09:53:57,31.0,9,0,0.00,desktop,email	
SESS_00000130,U00000015,2026-02-02 14:22:55,2026-02-02 15:01:06,38.2,5,0,0.00,desktop,email	
SESS_00000131,U00000015,2026-02-09 08:22:55,2026-02-09 08:34:49,11.9,5,0,0.00,desktop,email	
SESS_00000132,U00000015,2026-02-16 02:22:55,2026-02-16 02:36:16,13.3,6,0,0.00,desktop,email	
SESS_00000133,U00000015,2026-02-17 07:22:55,2026-02-17 07:43:38,20.7,5,0,0.00,desktop,email	
SESS_00000134,U00000015,2026-02-23 06:22:55,2026-02-23 06:48:11,25.3,5,0,0.00,desktop,email	
SESS_00000135,U00000015,2026-02-25 17:22:55,2026-02-25 17:53:19,30.4,9,0,0.00,desktop,email	
SESS_00000136,U00000016,2026-03-03 23:26:38,2026-03-03 23:26:38,0.0,1,0,0.00,tablet,email	
SESS_00000137,U00000016,2026-03-06 19:26:45,2026-03-06 19:26:45,0.0,1,0,0.00,tablet,email	
SESS_00000138,U00000016,2026-03-09 09:24:30,2026-03-09 09:33:36,9.1,4,0,0.00,tablet,search	
SESS_00000139,U00000017,2026-03-03 23:22:55,2026-03-03 23:25:10,2.2,2,0,0.00,tablet,direct	
SESS_00000140,U00000017,2026-03-05 05:22:55,2026-03-05 05:35:42,12.8,5,1,45.27,tablet,direct	
SESS_00000141,U00000018,2026-02-21 23:22:55,2026-02-21 23:33:40,10.8,4,0,0.00,desktop,search	
SESS_00000142,U00000018,2026-02-22 23:30:44,2026-02-22 23:45:37,14.9,3,0,0.00,desktop,search	
SESS_00000143,U00000018,2026-02-23 05:22:55,2026-02-23 05:43:50,20.9,5,0,0.00,desktop,search	
SESS_00000144,U00000018,2026-02-24 03:26:34,2026-02-24 03:51:32,25.0,4,0,0.00,desktop,direct	
SESS_00000145,U00000018,2026-02-25 16:22:55,2026-02-25 16:55:42,32.8,7,0,0.00,mobile,search	
SESS_00000146,U00000018,2026-02-27 13:26:14,2026-02-27 13:53:41,27.4,6,0,0.00,desktop,search	
SESS_00000147,U00000018,2026-03-01 06:22:55,2026-03-01 06:43:05,20.2,4,0,0.00,desktop,search	
SESS_00000148,U00000018,2026-03-01 20:22:55,2026-03-01 20:35:06,12.2,5,0,0.00,desktop,search	
SESS_00000149,U00000018,2026-03-03 07:25:26,2026-03-03 07:48:05,22.6,5,0,0.00,desktop,search	
SESS_00000150,U00000018,2026-03-03 11:22:55,2026-03-03 11:42:24,19.5,6,0,0.00,desktop,search	
SESS_00000151,U00000018,2026-03-05 09:34:08,2026-03-05 09:40:54,6.8,4,0,0.00,desktop,search	
SESS_00000152,U00000018,2026-03-06 12:22:55,2026-03-06 12:37:35,14.7,4,0,0.00,desktop,search	
SESS_00000153,U00000018,2026-03-08 01:22:55,2026-03-08 01:50:43,27.8,6,0,0.00,desktop,search	
SESS_00000154,U00000018,2026-03-09 16:26:56,2026-03-09 16:46:50,19.9,5,0,0.00,desktop,search	
--
TASK 2.1 — USER SESSION RECONSTRUCTION SUMMARY	
======================================================================	
  Total sessions reconstructed  : 191,705	
  Average session duration      : 19.5 minutes	
  Conversion rate               : 20.2%	
  Average events per session    : 5.2	
  Average revenue/converted sess: $537.27	
  Total converted sessions      : 38,723	
  Total revenue                 : $20,804,538.67	
	
======================================================================	
GOLDEN SESSION PATTERN ANALYSIS	
======================================================================	
  Device      Source        Sessions   Conv Rate  Avg Duration  Avg Events	
----------------------------------------------------------------------	
  mobile      ads             12,773       21.0%         19.5m         5.3	
  tablet      direct           6,025       20.7%         19.9m         5.3	
  mobile      social          13,074       20.5%         19.7m         5.3	
  desktop     email            8,951       20.4%         19.4m         5.3	
  mobile      direct          19,791       20.4%         19.8m         5.3	
  desktop     search          28,594       20.4%         19.5m         5.2	
  desktop     ads             12,478       20.3%         19.5m         5.2	
  desktop     direct          20,612       20.2%         19.5m         5.2	
  desktop     social          13,146       20.0%         19.4m         5.2	
  tablet      search           8,332       20.0%         19.4m         5.2	
  tablet      social           3,852       20.0%         19.5m         5.2	
  mobile      search          29,057       20.0%         19.6m         5.3	
  mobile      email            8,940       19.2%         19.1m         5.2	
  tablet      email            2,473       19.0%         19.4m         5.2	
  tablet      ads              3,607       18.7%         19.1m         5.1	
	
======================================================================	
GOLDEN SESSION PATTERN (Highest Conversion Rate)	
======================================================================	
  Device         : mobile	
  Traffic Source : ads	
  Conversion Rate: 21.0%	
  Avg Duration   : 19.5 minutes	
  Avg Events     : 5.3 per session	
	
  RECOMMENDATIONS:	
  -> Optimize mobile experience for ads traffic	
  -> Target ads campaigns to drive mobile users	
  -> Design sessions around 20-minute engagement window	
  -> Aim for 5 events per session to maximize conversion	
======================================================================	
